hotel_names,location,price,score_hotels,number_rating,star_number,received_time,giveback_time,description,hotel_link,id
Love in the Atlantis Hotel,"Trong khu vực
Xem bản đồ
37 Ngõ 20 Nguyễn Chánh, Trung Hòa, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam, 11300
Big C Thăng Long
301 m
Chùa Láng
1.82 km
Ga Thái Hà
2.50 km
Vimeco CT4 Tower
296 m
Big C Thăng Long
301 m
Sân Bóng Thành Phát
448 m
Sân Bóng Ngọc Bảo
621 m
Bảo tàng Hà Nội
979 m",295308,"8,8",5,3,No value,No value,"Lưu trú tại Love in the Atlantis Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Phường Trung Hòa. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000007651646.Love%20in%20the%20Atlantis%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=7d23d892-5ea3-4c21-b843-d4318ac963be,43
New Style House Hotel,"Trong khu vực
Xem bản đồ
141a, 141 Alley Nguyen Ngoc Vu, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Chùa Láng
1.55 km
Big C Thăng Long
1.61 km
Nhà ga Cát Linh
2.70 km
Chùa Cảm Ứng
237 m
Bệnh viện Nội tiết Trung ương cơ sở Thái Thịnh
695 m
Bưu Điện Việt Nam
808 m
Trung tâm Chiếu phim Quốc gia
943 m",260606,"8,1",195,1,No value,No value,"Lưu ý: khách sạn trước đây mang tên Newstyle House Nguyen Ngoc Vu Lưu trú tại New Style House Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Phường Trung Hòa. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000889994.New%20Style%20House%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=7a2c1f2f-452a-4ddc-b81c-8dba28eff4fe,44
Lotte Hotel Hanoi,"Trong khu vực
Xem bản đồ
Số 54, đường Liễu Giai, Cống Vị, Quận Ba Đình, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Chùa Láng
1.35 km
Nhà ga Cát Linh
1.57 km
Lăng Chủ tịch Hồ Chí Minh
2.32 km
Đài quan sát LOTTE Hà Nội
32 m
Khách sạn Lotte Hà Nội
69 m
Capital Place
139 m
Pizza 4P's Phan Kế Bính
215 m",20000000,"9,3",1,5,No value,No value,"Lotte Hotel Hanoi toạ lạc tại khu vực / thành phố Cống Vị. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000471110.Lotte%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=81d9d199-b75f-4e52-b64d-3ced4c099cd3,45
Madelise Stardust Hotel & Travel,"Trong khu vực
Xem bản đồ
11 P. Nguyễn Thái Học, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam, Cửa  Nam, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Khu mua sắm
Phố Đường Tàu Hà Nội
226 m
Nhà thờ Lớn Hà Nội
641 m
Hồ Hoàn Kiếm
987 m
Phố Đường Tàu Hà Nội
226 m
Đại Sứ Quán Đức
313 m
Namaste Hanoi
380 m
Ga Hà Nội
489 m",490034,"8,3",22,3,No value,No value,"Madelise Stardust Hotel & Travel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Cửa Nam. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000003445702.Madelise%20Stardust%20Hotel%20%26%20Travel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=d5fcbcab-9dd0-42af-a3bd-43e0d715500d,46
Eco Nest Hotel & Apartment,"Trong khu vực
Xem bản đồ
92 phố Thợ Nhuộm , phường Trần Hưng Đạo , quận Hoàn Kiếm, Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Khu mua sắm
Nhà thờ Lớn Hà Nội
690 m
Hồ Hoàn Kiếm
761 m
Phố Đường Tàu Hà Nội
991 m
Circle K Trần Hưng Đạo
39 m
Meliá Hanoi
211 m
Chè Thập Cẩm Cũ 1976
211 m
Bảo tàng Phụ nữ Việt Nam
287 m",418831,"7,5",25,2,No value,No value,"Eco Nest Hotel & Apartment toạ lạc tại khu vực / thành phố Trần Hưng Đạo. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000003361017.Eco%20Nest%20Hotel%20%26%20Apartment.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=fe1da303-b8da-4aa7-bea9-e40213d6e5c3,47
La Siesta Premium Hang Be,"Trong khu vực
Xem bản đồ
No 27 Hang Be St, Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Hồ Hoàn Kiếm
535 m
Nhà thờ Lớn Hà Nội
739 m
Phố Đường Tàu Hà Nội
1.10 km
Giang Cafe
55 m
Nhà hát Ca trù Thăng Long
120 m
Nhà cổ, 87 Mã Mây
171 m
Nhà hát Múa rối Nước Thăng Long
176 m",3066402,"9,6",426,4,No value,No value,"La Siesta Premium Hang Be là một khách sạn trong một khu phố tốt, nằm ở Lý Thái Tổ. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ bạn, từ nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn biết thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực chung của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000099307.La%20Siesta%20Premium%20Hang%20Be.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=3e3a64f3-9858-4c52-8cb3-9cf8c8f5d3b0,48
Marina Hotel Hanoi,"Trong khu vực
Xem bản đồ
22 Mieu Dam, Phường Mễ Trì, Nam Từ Liêm, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Big C Thăng Long
1.24 km
Bến Xe Mỹ Đình
2.56 km
Chùa Láng
2.93 km
Nhà Hàng Hương Việt
238 m
JW Marriott Hotel Hanoi
330 m
iStay Hotel Apartment 5
565 m
Bảo tàng Hà Nội
634 m",692750,"8,1",54,4,No value,No value,"Ở tại Marina Hotel Hà Nội là một lựa chọn tốt khi bạn đến thăm phường Mễ Trì. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ bạn, từ thủ tục nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn biết thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực công cộng của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000337958.Marina%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=8e1129cc-9d41-4ec3-9f42-b5a4a9203b5b,49
Eco Nest Apartment & Stay,"Trong khu vực
Xem bản đồ
94E Trần Hưng Đạo, Cửa Nam, Hoàn Kiếm, Cửa  Nam, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Phố Đường Tàu Hà Nội
685 m
Nhà thờ Lớn Hà Nội
771 m
Hồ Hoàn Kiếm
1.05 km
Cung Văn hóa Lao động Hữu nghị Việt - Xô
171 m
Chùa Quán Sứ
207 m
Ga Hà Nội
244 m
Bảo tàng Công An Hà Nội
251 m
Namaste Hanoi
291 m",358101,"6,7",10,3,No value,No value,"Eco Nest Apartment & Stay toạ lạc tại khu vực / thành phố Cửa Nam. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000006816468.Eco%20Nest%20Apartment%20%26%20Stay.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=0d2a42b9-882b-45d1-aaa1-b6269b2d5422,50
Pullman Hanoi,"Trong khu vực
Xem bản đồ
40 Cat Linh Str, Lối vào 61 Giang Vo Str., Cát Linh, Quận Đống Đa, Hà Nội, Việt Nam
Xung quanh trung tâm giải trí
Phố Đường Tàu Hà Nội
1.60 km
Nhà thờ Lớn Hà Nội
2.10 km
Hồ Hoàn Kiếm
2.45 km
Nhà ga Cát Linh
208 m
Bảo tàng Chiến thắng B-52
682 m
Khách sạn Hùng Vương
737 m
Bảo tàng Hồ Chí Minh
749 m",7050000,"8,0",480,5,No value,No value,"Ở tại Pullman Hanoi là một lựa chọn tốt khi bạn đến thăm phường Cát Linh. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ bạn, từ nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn nhiều hơn, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực công cộng của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000245608.Pullman%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e51348ec-8fad-4dca-9460-0f5d99dcb596,51
CiBi Homes - Hanoi Central Living Space,"Trong khu vực
Xem bản đồ
26-28 Hàng Vải, Hoàn Kiếm, Hàng Bồ, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Phố Đường Tàu Hà Nội
725 m
Nhà thờ Lớn Hà Nội
774 m
Hồ Hoàn Kiếm
892 m
Masjid Al Noor Hanoi
270 m
Cộng Cà Phê
331 m
Phố Cổ
343 m
Chợ Đồng Xuân
348 m
King Pirates Pub
351 m",1243929,"9,3",4,2,No value,No value,"CiBi Homes - Hanoi Central Living Space là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Hàng Bồ. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000007483498.CiBi%20Homes%20-%20Hanoi%20Central%20Living%20Space.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=f8ccb9ff-8e18-4ca3-b5c2-019243d18424,52
Le Grand Hanoi hotel – The Tryst,"Trong khu vực
Xem bản đồ
71 Nguyễn Trường Tộ, Quán Thánh, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Xung quanh trung tâm giải trí
Phố Đường Tàu Hà Nội
1.38 km
Nhà thờ Lớn Hà Nội
1.66 km
Hồ Hoàn Kiếm
1.82 km
Seasons of Hanoi
217 m
Chùa Thần Quang
454 m
Điện Kính Thiên
651 m
Đền Quán Thánh
678 m",581911,"8,2",258,3,No value,No value,"Le Grand Hanoi hotel – The Tryst là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Quán Thánh. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000512217.Le%20Grand%20Hanoi%20hotel%20%E2%80%93%20The%20Tryst.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=34998786-f804-4852-b862-3c1888aa49b3,53
Lieber Hotel,"Trong khu vực
Xem bản đồ
4 Yên Phúc, Phúc La, Quận Hà Đông, Hà Nội, Việt Nam, 100000
Xung quanh tiện ích công cộng
Bệnh Viện Da Liễu Hà Nội
1.25 km
Phố Phùng Khoang
1.78 km
Bệnh viện Thiên Đức
452 m
Bệnh viện Đa khoa Hà Đông
826 m
Văn Quán
864 m
Hà Đông
1.08 km
Bệnh viện Đa khoa Hà Đông
1.17 km",384017,"8,3",133,1,No value,No value,"Lưu ý: khách sạn trước đây mang tên Lieber Hotel 2 Lieber Hotel toạ lạc tại khu vực / thành phố Phúc La. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020020794.Lieber%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=c1c0464a-2ddd-426f-9921-1ba0e300f443,54
Halo Hanoi Hotel,"Trong khu vực
Xem bản đồ
33 Alley 71 Do Quang, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Big C Thăng Long
1.08 km
Chùa Láng
1.52 km
Ga Thái Hà
1.72 km
Chùa Cảm Ứng
765 m
Trill Rooftop Cafe
899 m
Sân Bóng Thành Phát
967 m
Don Chicken
1.01 km",710860,"8,2",12,3,No value,No value,"Lưu ý: khách sạn trước đây mang tên Halo Hanoi Hotel Halo Hanoi Hotel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Phường Trung Hòa. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010037752.Halo%20Hanoi%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=5f2f60ce-cb6a-4f4b-aec4-5d477babac5a,55
Dream Boutique Hotel and Spa,"Trong khu vực
Xem bản đồ
7 Cầu Gỗ, Hàng Bạc, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100000
Khu mua sắm
Hồ Hoàn Kiếm
468 m
Nhà thờ Lớn Hà Nội
635 m
Phố Đường Tàu Hà Nội
987 m
Nhà hát Múa rối Nước Thăng Long
124 m
Nhà hát Ca trù Thăng Long
133 m
Giang Cafe
166 m
Nhà cổ, 87 Mã Mây
204 m",805118,"8,8",19,0,No value,No value,"Lưu trú tại Dream Boutique Hotel and Spa là một lựa chọn đúng đắn khi quý khách đến thăm Hàng Bạc. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000003281819.Dream%20Boutique%20Hotel%20and%20Spa.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=13e29afd-d9ca-4d1c-9113-ef65c14c2a18,56
Khách sạn Hoàng Gia - Nhân Hòa - Thanh Xuân,"Trong khu vực
Xem bản đồ
Số 20, ngõ 116, Nhân Hòa, Nhân Chính, Thanh Xuân, phường Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Big C Thăng Long
1.54 km
Ga Thái Hà
1.93 km
Chùa Láng
2.52 km
Trill Rooftop Cafe
141 m
Ủy Ban Phường Nhân Chính
345 m
Thượng Đình
781 m
Vincom Mega Mall Royal City
908 m",695259,"8,8",55,1,No value,No value,"Lưu ý: khách sạn trước đây mang tên Hoang Gia Hotel Lưu trú tại Hoang gia Hotel - Nhan Hoa - Thanh Xuan là một lựa chọn đúng đắn khi quý khách đến thăm phường Nhân Chính. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000772274.Kh%C3%A1ch%20s%E1%BA%A1n%20Ho%C3%A0ng%20Gia%20-%20Nh%C3%A2n%20H%C3%B2a%20-%20Thanh%20Xu%C3%A2n.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=90db724e-fea3-4f4b-8ea3-0bff5849ec9b,57
Signature By M Village Tho Nhuom,"Trong khu vực
Xem bản đồ
84 Thợ Nhuộm, Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 100446
Khu mua sắm
Nhà thờ Lớn Hà Nội
631 m
Hồ Hoàn Kiếm
752 m
Phố Đường Tàu Hà Nội
891 m
Chè Thập Cẩm Cũ 1976
111 m
Circle K Trần Hưng Đạo
121 m
Meliá Hanoi
140 m
Bảo tàng Công An Hà Nội
283 m",2051082,"9,1",44,4,No value,No value,"Signature By M Village Tho Nhuom toạ lạc tại khu vực / thành phố Trần Hưng Đạo. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010037760.Signature%20By%20M%20Village%20Tho%20Nhuom.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e990139a-c48f-43f8-ab70-cef93189305b,58
Crescendo Unique Studio,"Trong khu vực
Xem bản đồ
59 P. Trịnh Công Sơn, Nhật Tân, Nhật Tân, Tây Hồ, Hà Nội, Việt Nam, 100000
Bệnh Viện Tim Hà Nội - Cơ Sở 2
1.35 km
Hồ Tây
2.88 km
Nhà Hàng Sen Tây Hồ
354 m
Thung lũng hoa hồ Tây
392 m
Công viên nước Hồ Tây
478 m
United Nations International School of Hanoi
655 m
Vườn hoa Cúc Họa mi
1.03 km",501453,"10,0",7,4,No value,No value,"Crescendo Unique Studio là một căn hộ dịch vụ hiện đại nằm tại số 59 Phố Trịnh Công Sơn, quận Tây Hồ, Hà Nội. Tọa lạc tại khu vực yên tĩnh, xanh mát gần hồ, nơi này rất phù hợp cho du khách muốn tìm “ngôi nhà” giữa lòng thành phố nhưng vẫn giữ được không gian thư giãn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005644321.Crescendo%20Unique%20Studio.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=3b49c913-c319-44d4-94e2-e9525b8715f6,59
ISTAY Hotel Apartment 5,"Trong khu vực
Xem bản đồ
Số 45, ngõ 4, phố Đồng Me, phường Mễ Trì, quận Nam Từ Liêm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Keangnam Landmark Tower 72
1.23 km
Big C Thăng Long
1.71 km
Bến Xe Mỹ Đình
2.17 km
iStay Hotel Apartment 5
11 m
Beta Cineplex Mỹ Đình
279 m
Nhà Hàng Hương Việt
615 m
Cung hữu nghị Việt - Trung
629 m",389153,"8,3",170,2,No value,No value,"ISTAY Hotel Apartment 5 toạ lạc tại khu vực / thành phố Phường Mễ Trì. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010039587.ISTAY%20Hotel%20Apartment%205.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=5ecbc5b0-dd6a-4898-b69b-ec1fdcc97b56,60
Khách sạn Muong Thanh Hanoi Centre,"Trong khu vực
Xem bản đồ
78 Tho Nhuom Street, Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
575 m
Hồ Hoàn Kiếm
730 m
Phố Đường Tàu Hà Nội
810 m
Chè Thập Cẩm Cũ 1976
91 m
Meliá Hanoi
106 m
Circle K Trần Hưng Đạo
204 m
Bảo tàng Công An Hà Nội
209 m",No value,"8,5",305,4,No value,No value,"Muong Thanh Hanoi Centre Hotel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Trần Hưng Đạo. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000506979.Kh%C3%A1ch%20s%E1%BA%A1n%20Muong%20Thanh%20Hanoi%20Centre.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=1536feb6-d542-44b6-a758-aba6c6277602,61
Especen Hotel - 38 Tho Xuong,"Trong khu vực
Xem bản đồ
38 Tho Xuong, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
61 m
Hồ Hoàn Kiếm
401 m
Phố Đường Tàu Hà Nội
461 m
Nhà thờ Lớn Hà Nội
61 m
Nhà thờ Hà Nội
87 m
Bệnh viện Việt Đức
132 m
Nhà hát Tuồng Việt Nam
342 m",640812,"7,1",5,2,No value,No value,"Especen Hotel - 38 Tho Xuong toạ lạc tại khu vực / thành phố Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000002762250.Especen%20Hotel%20-%2038%20Tho%20Xuong.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=d03eec1a-3e9d-4d37-8dec-62b56fa1e90b,62
Hanoi Amore Hotel & Travel,"Trong khu vực
Xem bản đồ
105 Vũ Tông Phan, phương Khương Trung, Thanh Xuân, Hà Nội, Việt Nam, 100000
Xung quanh tiện ích công cộng
Ga Thái Hà
2.01 km
Big C Thăng Long
2.75 km
Trường Đại học Bách khoa Hà Nội
2.99 km
Lẩu Phan Thượng Đình
225 m
Thượng Đình
462 m
Trường THCS Khương Đình
465 m
Vincom Mega Mall Royal City
624 m",232685,"8,6",43,2,No value,No value,"Lưu trú tại Hanoi Amore Hotel & Travel là một lựa chọn đúng đắn khi quý khách đến thăm phương Khương Trung. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000604327.Hanoi%20Amore%20Hotel%20%26%20Travel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=5f7468df-430e-4474-94f8-31232870096d,63
Khách sạn Hanoi Gatsby,"Trong khu vực
Xem bản đồ
67 Hang Thiec, Hàng Gai, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
466 m
Phố Đường Tàu Hà Nội
492 m
Hồ Hoàn Kiếm
642 m
Cộng Cà Phê
101 m
Nhà hát Tuồng Việt Nam
173 m
Chợ Hàng Da
204 m
Phố Hàng Gai
243 m",328048,"7,6",582,3,No value,No value,"Hanoi Gatsby Hotel toạ lạc tại khu vực / thành phố Hàng Gai. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000092445.Kh%C3%A1ch%20s%E1%BA%A1n%20Hanoi%20Gatsby.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a2fc628f-5338-4b59-83f5-7852c675b942,64
